date_key,site_key,dept_key,emp_key,contractor_key,equip_key,ptw_key,hazard_key,incident_key,man_hours_worked,lti_count,mti_count,fai_count,near_miss_count,fatality_count,first_aid_count,property_dmg_count,env_incident_count,inspection_count,observation_count,observation_safe,observation_unsafe,ptw_issued_count,ptw_closed_count,ptw_open_count,ptw_violation_count,gas_clearance_count,training_passed_count,training_failed_count,training_pending_count,equipment_insp_pass_count,equipment_insp_fail_count,equipment_down_count,metric_value,metric_type,severity_level,risk_level,audit_score,audit_findings,audit_critical,audit_major,audit_minor,env_reading_value,env_limit_value,env_exceeded,env_sample_id,headcount_present,headcount_leave,headcount_contractor,weather_condition,shift_name
2025-01-01,SITE-A,DEPT-MIN,EMP-012,CTR-008,EQ-EX-002,,,,1888,0,2,1,2,0,0,0,1,182,110,72,2,1,1,0,4,0,0,4,2,0,2,0.81,LTIFR,MODERATE,High,,0,0,0,0,70.2,50,1,ENV-005,190,17,117,Cloudy,Morning
2025-01-01,SITE-A,DEPT-CON,EMP-005,CTR-003,EQ-DT-002,,,,768,0,1,2,4,0,0,0,1,31,21,10,4,3,1,0,4,0,0,7,4,1,0,0.9,NEAR_MISS_RATE,SERIOUS,Low,,0,0,0,0,7.5,50,0,ENV-008,44,2,5,Sunny,Morning
2025-01-01,SITE-A,DEPT-ICT,EMP-018,,,,,,270,0,0,1,1,0,0,0,2,64,43,21,2,1,1,0,5,0,0,8,4,1,0,,,FATAL,Medium,,0,0,0,0,44.6,50,0,ENV-014,14,1,4,Sunny,Morning
2025-01-01,SITE-A,DEPT-MNT,EMP-004,CTR-005,,,,,831,0,1,0,3,0,0,0,5,126,70,56,0,0,0,0,0,4,0,8,2,1,2,,,MODERATE,Low,,0,0,0,0,31.2,50,0,ENV-003,40,3,14,Sunny,Morning
2025-01-01,SITE-A,DEPT-ENV,EMP-009,CTR-006,EQ-DT-001,,,,748,0,1,3,2,0,0,0,6,27,19,8,2,2,0,0,1,0,0,2,0,1,2,2.36,SEVERITY,SERIOUS,Low,,0,0,0,0,18.9,50,0,ENV-012,18,5,18,Cloudy,Morning
2025-01-01,SITE-A,DEPT-EHS,EMP-011,CTR-003,,,,,660,0,1,1,1,0,0,0,6,52,48,4,8,8,0,1,1,1,0,8,4,1,2,,,SERIOUS,Low,,0,0,0,0,69.5,50,1,ENV-016,28,1,17,Rainy,Morning
2025-01-01,SITE-A,DEPT-PROC,EMP-010,,,,,,2034,0,0,2,4,0,0,0,4,67,67,0,1,0,1,0,4,5,1,9,3,1,2,,,MINOR,Medium,,0,0,0,0,41.8,50,0,ENV-010,143,23,94,Sunny,Morning
2025-01-01,SITE-A,DEPT-MNT-B,EMP-003,,EQ-FK-001,,,,597,0,2,1,6,0,0,0,2,217,95,122,6,6,0,0,2,1,0,6,5,0,0,3.81,TRIR,SERIOUS,Low,94.6,8,0,1,7,28.6,50,0,ENV-002,23,0,7,Rainy,Morning
2025-01-01,SITE-A,DEPT-HSE,EMP-014,CTR-003,,,,,596,0,1,1,6,0,0,0,2,65,26,39,0,0,0,0,0,0,0,1,5,0,0,4.94,SEVERITY,MINOR,High,,0,0,0,0,48.0,50,0,ENV-013,22,5,16,Storm,Morning
2025-01-01,SITE-A,DEPT-SUB,EMP-006,,EQ-DT-002,,,,770,0,0,2,5,0,0,0,1,65,35,30,2,2,0,0,5,0,0,2,3,1,2,3.88,LTIFR,MINOR,High,,0,0,0,0,15.7,50,0,ENV-001,50,5,10,Cloudy,Morning
2025-01-01,SITE-A,DEPT-MIN-C,EMP-008,CTR-007,EQ-CR-001,,,,2408,0,1,3,6,0,0,0,3,111,111,0,6,4,2,0,2,4,1,10,3,0,0,,,MINOR,Low,76.8,8,1,2,5,12.8,50,0,ENV-004,120,10,68,Sunny,Morning
2025-01-01,SITE-A,DEPT-HSE-C,EMP-010,,EQ-DT-001,,,,792,0,0,3,4,0,0,0,4,43,18,25,7,5,2,1,4,0,0,10,1,0,2,1.31,NEAR_MISS_RATE,SERIOUS,Medium,,0,0,0,0,27.5,50,0,ENV-009,49,2,9,Storm,Morning
2025-01-01,SITE-A,DEPT-SAF,EMP-018,,,,,,766,0,2,0,2,0,0,0,7,30,23,7,4,3,1,0,5,0,0,2,3,1,0,4.56,TRIR,MINOR,Low,,0,0,0,0,,50,0,,24,0,20,Rainy,Morning
2025-01-01,SITE-A-C,DEPT-MIN,,,EQ-DT-002,,,,2319,0,2,2,0,0,0,0,8,117,98,19,0,0,0,0,0,0,0,2,1,1,1,0.44,TRIR,FATAL,High,,0,0,0,0,51.9,35,1,ENV-007,143,28,105,Sunny,Morning
2025-01-01,SITE-A-C,DEPT-CON,,CTR-003,EQ-DT-002,,,,751,0,0,0,2,0,0,0,1,72,59,13,0,0,0,0,0,0,0,10,2,0,1,3.46,LTIFR,MINOR,High,,0,0,0,0,76.1,35,1,ENV-005,42,0,17,Storm,Morning
2025-01-01,SITE-A-C,DEPT-ICT,EMP-011,,,,,,272,0,2,3,2,0,0,0,1,71,41,30,3,1,2,0,2,1,1,7,0,1,0,,,SERIOUS,Low,,0,0,0,0,50.0,35,1,ENV-008,13,0,5,Rainy,Morning
2025-01-01,SITE-A-C,DEPT-MNT,EMP-005,CTR-005,,,,,657,0,1,0,1,0,0,0,5,123,80,43,4,2,2,0,2,0,0,1,4,0,2,,,FATAL,Low,,0,0,0,0,,35,0,,36,1,7,Cloudy,Morning
2025-01-01,SITE-A-C,DEPT-ENV,EMP-004,CTR-002,,,,,580,0,2,3,2,0,0,0,3,74,40,34,0,0,0,0,0,0,0,10,2,1,0,0.24,SEVERITY,MODERATE,Very High,,0,0,0,0,,35,0,,23,1,9,Storm,Morning
2025-01-01,SITE-A-C,DEPT-EHS,,,EQ-EX-002,,,,600,0,1,3,2,0,0,0,5,36,30,6,3,1,2,0,0,0,0,5,1,1,2,,,SERIOUS,Very High,,0,0,0,0,63.0,35,1,ENV-010,33,1,20,Storm,Morning
2025-01-01,SITE-A-C,DEPT-PROC,EMP-011,CTR-006,,,,,1863,0,1,2,5,0,0,0,4,50,42,8,7,6,1,1,1,2,0,5,2,1,0,4.4,SEVERITY,FATAL,Medium,,0,0,0,0,,35,0,,239,10,53,Rainy,Morning
2025-01-01,SITE-A-C,DEPT-MNT-B,EMP-015,,,,,,806,0,2,0,1,0,0,0,7,217,171,46,7,6,1,1,3,1,0,4,3,0,0,2.37,SEVERITY,SERIOUS,Medium,,0,0,0,0,,35,0,,31,5,7,Storm,Morning
2025-01-01,SITE-A-C,DEPT-HSE,EMP-006,,EQ-DT-001,,,,762,0,1,3,5,0,0,0,8,62,31,31,7,5,2,0,5,0,0,9,5,1,2,2.77,LTIFR,SERIOUS,Low,,0,0,0,0,52.6,35,1,ENV-012,48,0,15,Rainy,Morning
2025-01-01,SITE-A-C,DEPT-SUB,,CTR-004,,,,,868,0,2,1,6,0,0,0,6,44,21,23,6,6,0,0,0,0,0,0,2,1,1,3.22,LTIFR,MODERATE,Medium,,0,0,0,0,,35,0,,28,4,19,Rainy,Morning
2025-01-01,SITE-A-C,DEPT-MIN-C,EMP-006,CTR-007,,,,,1944,0,2,0,1,0,0,0,1,146,78,68,4,3,1,0,1,0,0,2,1,1,2,1.96,SEVERITY,SERIOUS,Low,,0,0,0,0,21.3,35,0,ENV-005,160,18,91,Rainy,Morning
2025-01-01,SITE-A-C,DEPT-HSE-C,EMP-001,CTR-007,EQ-DT-002,,,,443,0,0,1,2,0,0,0,5,39,16,23,5,5,0,0,3,0,0,5,3,0,2,3.51,NEAR_MISS_RATE,MODERATE,Low,,0,0,0,0,30.0,35,0,ENV-013,41,5,10,Rainy,Morning
